issue_id,ml_label,device_type,condition_signature,issue_title,problem_summary,cause_analysis,risk_impact,severity,recommended_action,reassurance,user_message
282,Faulty,AC,"ΔI:(1.15, 1.35), spikes:(0, 1), temp:(60, 95)",HIGH RISK Electrical Issue Detected,"Electrical overload, Overheating",Device is drawing more current than expected; Electrical stress causing temperature rise,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – AC

Problems detected:
• Electrical overload, Overheating

Why this happened:
• Device is drawing more current than expected; Electrical stress causing temperature rise

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
283,Faulty,AC,"ΔI:(1.15, 1.35), spikes:(2, 5), temp:(25, 45)",HIGH RISK Electrical Issue Detected,"Electrical overload, Intermittent electrical instability",Device is drawing more current than expected; Minor wiring or contact issues,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – AC

Problems detected:
• Electrical overload, Intermittent electrical instability

Why this happened:
• Device is drawing more current than expected; Minor wiring or contact issues

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
284,Faulty,AC,"ΔI:(1.15, 1.35), spikes:(2, 5), temp:(45, 60)",CRITICAL Electrical Issue Detected,"Electrical overload, Intermittent electrical instability, Rising temperature",Device is drawing more current than expected; Minor wiring or contact issues; Continuous electrical load,"High risk of device damage, power loss, or safety hazard",CRITICAL,Immediately switch off the device and consult a qualified electrician,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 CRITICAL Electrical Issue Detected – AC

Problems detected:
• Electrical overload, Intermittent electrical instability, Rising temperature

Why this happened:
• Device is drawing more current than expected; Minor wiring or contact issues; Continuous electrical load

How serious is this:
• Severity: CRITICAL
• Impact: High risk of device damage, power loss, or safety hazard

What you should do now:
• Immediately switch off the device and consult a qualified electrician

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
285,Faulty,AC,"ΔI:(1.15, 1.35), spikes:(2, 5), temp:(60, 95)",CRITICAL Electrical Issue Detected,"Electrical overload, Intermittent electrical instability, Overheating",Device is drawing more current than expected; Minor wiring or contact issues; Electrical stress causing temperature rise,"High risk of device damage, power loss, or safety hazard",CRITICAL,Immediately switch off the device and consult a qualified electrician,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 CRITICAL Electrical Issue Detected – AC

Problems detected:
• Electrical overload, Intermittent electrical instability, Overheating

Why this happened:
• Device is drawing more current than expected; Minor wiring or contact issues; Electrical stress causing temperature rise

How serious is this:
• Severity: CRITICAL
• Impact: High risk of device damage, power loss, or safety hazard

What you should do now:
• Immediately switch off the device and consult a qualified electrician

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
286,Faulty,AC,"ΔI:(1.15, 1.35), spikes:(6, 15), temp:(25, 45)",HIGH RISK Electrical Issue Detected,"Electrical overload, Severe electrical spikes",Device is drawing more current than expected; Possible loose wiring or sparking,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – AC

Problems detected:
• Electrical overload, Severe electrical spikes

Why this happened:
• Device is drawing more current than expected; Possible loose wiring or sparking

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
287,Faulty,AC,"ΔI:(1.15, 1.35), spikes:(6, 15), temp:(45, 60)",CRITICAL Electrical Issue Detected,"Electrical overload, Severe electrical spikes, Rising temperature",Device is drawing more current than expected; Possible loose wiring or sparking; Continuous electrical load,"High risk of device damage, power loss, or safety hazard",CRITICAL,Immediately switch off the device and consult a qualified electrician,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 CRITICAL Electrical Issue Detected – AC

Problems detected:
• Electrical overload, Severe electrical spikes, Rising temperature

Why this happened:
• Device is drawing more current than expected; Possible loose wiring or sparking; Continuous electrical load

How serious is this:
• Severity: CRITICAL
• Impact: High risk of device damage, power loss, or safety hazard

What you should do now:
• Immediately switch off the device and consult a qualified electrician

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
288,Faulty,AC,"ΔI:(1.15, 1.35), spikes:(6, 15), temp:(60, 95)",CRITICAL Electrical Issue Detected,"Electrical overload, Severe electrical spikes, Overheating",Device is drawing more current than expected; Possible loose wiring or sparking; Electrical stress causing temperature rise,"High risk of device damage, power loss, or safety hazard",CRITICAL,Immediately switch off the device and consult a qualified electrician,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 CRITICAL Electrical Issue Detected – AC

Problems detected:
• Electrical overload, Severe electrical spikes, Overheating

Why this happened:
• Device is drawing more current than expected; Possible loose wiring or sparking; Electrical stress causing temperature rise

How serious is this:
• Severity: CRITICAL
• Impact: High risk of device damage, power loss, or safety hazard

What you should do now:
• Immediately switch off the device and consult a qualified electrician

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
289,Faulty,AC,"ΔI:(1.35, 2.2), spikes:(0, 1), temp:(25, 45)",HIGH RISK Electrical Issue Detected,Excessive current draw,Current is flowing far above the normal baseline,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – AC

Problems detected:
• Excessive current draw

Why this happened:
• Current is flowing far above the normal baseline

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
290,Faulty,AC,"ΔI:(1.35, 2.2), spikes:(0, 1), temp:(45, 60)",HIGH RISK Electrical Issue Detected,"Excessive current draw, Rising temperature",Current is flowing far above the normal baseline; Continuous electrical load,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – AC

Problems detected:
• Excessive current draw, Rising temperature

Why this happened:
• Current is flowing far above the normal baseline; Continuous electrical load

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
291,Faulty,AC,"ΔI:(1.35, 2.2), spikes:(0, 1), temp:(60, 95)",HIGH RISK Electrical Issue Detected,"Excessive current draw, Overheating",Current is flowing far above the normal baseline; Electrical stress causing temperature rise,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – AC

Problems detected:
• Excessive current draw, Overheating

Why this happened:
• Current is flowing far above the normal baseline; Electrical stress causing temperature rise

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
292,Faulty,AC,"ΔI:(1.35, 2.2), spikes:(2, 5), temp:(25, 45)",HIGH RISK Electrical Issue Detected,"Excessive current draw, Intermittent electrical instability",Current is flowing far above the normal baseline; Minor wiring or contact issues,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – AC

Problems detected:
• Excessive current draw, Intermittent electrical instability

Why this happened:
• Current is flowing far above the normal baseline; Minor wiring or contact issues

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
293,Faulty,AC,"ΔI:(1.35, 2.2), spikes:(2, 5), temp:(45, 60)",CRITICAL Electrical Issue Detected,"Excessive current draw, Intermittent electrical instability, Rising temperature",Current is flowing far above the normal baseline; Minor wiring or contact issues; Continuous electrical load,"High risk of device damage, power loss, or safety hazard",CRITICAL,Immediately switch off the device and consult a qualified electrician,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 CRITICAL Electrical Issue Detected – AC

Problems detected:
• Excessive current draw, Intermittent electrical instability, Rising temperature

Why this happened:
• Current is flowing far above the normal baseline; Minor wiring or contact issues; Continuous electrical load

How serious is this:
• Severity: CRITICAL
• Impact: High risk of device damage, power loss, or safety hazard

What you should do now:
• Immediately switch off the device and consult a qualified electrician

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
294,Faulty,AC,"ΔI:(1.35, 2.2), spikes:(2, 5), temp:(60, 95)",CRITICAL Electrical Issue Detected,"Excessive current draw, Intermittent electrical instability, Overheating",Current is flowing far above the normal baseline; Minor wiring or contact issues; Electrical stress causing temperature rise,"High risk of device damage, power loss, or safety hazard",CRITICAL,Immediately switch off the device and consult a qualified electrician,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 CRITICAL Electrical Issue Detected – AC

Problems detected:
• Excessive current draw, Intermittent electrical instability, Overheating

Why this happened:
• Current is flowing far above the normal baseline; Minor wiring or contact issues; Electrical stress causing temperature rise

How serious is this:
• Severity: CRITICAL
• Impact: High risk of device damage, power loss, or safety hazard

What you should do now:
• Immediately switch off the device and consult a qualified electrician

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
295,Faulty,AC,"ΔI:(1.35, 2.2), spikes:(6, 15), temp:(25, 45)",HIGH RISK Electrical Issue Detected,"Excessive current draw, Severe electrical spikes",Current is flowing far above the normal baseline; Possible loose wiring or sparking,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – AC

Problems detected:
• Excessive current draw, Severe electrical spikes

Why this happened:
• Current is flowing far above the normal baseline; Possible loose wiring or sparking

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
296,Faulty,AC,"ΔI:(1.35, 2.2), spikes:(6, 15), temp:(45, 60)",CRITICAL Electrical Issue Detected,"Excessive current draw, Severe electrical spikes, Rising temperature",Current is flowing far above the normal baseline; Possible loose wiring or sparking; Continuous electrical load,"High risk of device damage, power loss, or safety hazard",CRITICAL,Immediately switch off the device and consult a qualified electrician,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 CRITICAL Electrical Issue Detected – AC

Problems detected:
• Excessive current draw, Severe electrical spikes, Rising temperature

Why this happened:
• Current is flowing far above the normal baseline; Possible loose wiring or sparking; Continuous electrical load

How serious is this:
• Severity: CRITICAL
• Impact: High risk of device damage, power loss, or safety hazard

What you should do now:
• Immediately switch off the device and consult a qualified electrician

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
297,Faulty,AC,"ΔI:(1.35, 2.2), spikes:(6, 15), temp:(60, 95)",CRITICAL Electrical Issue Detected,"Excessive current draw, Severe electrical spikes, Overheating",Current is flowing far above the normal baseline; Possible loose wiring or sparking; Electrical stress causing temperature rise,"High risk of device damage, power loss, or safety hazard",CRITICAL,Immediately switch off the device and consult a qualified electrician,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 CRITICAL Electrical Issue Detected – AC

Problems detected:
• Excessive current draw, Severe electrical spikes, Overheating

Why this happened:
• Current is flowing far above the normal baseline; Possible loose wiring or sparking; Electrical stress causing temperature rise

How serious is this:
• Severity: CRITICAL
• Impact: High risk of device damage, power loss, or safety hazard

What you should do now:
• Immediately switch off the device and consult a qualified electrician

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
298,Faulty,Refrigerator,"ΔI:(1.05, 1.15), spikes:(0, 1), temp:(25, 45)",HIGH RISK Electrical Issue Detected,Minor electrical anomaly,Slight deviation from normal behavior,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – Refrigerator

Problems detected:
• Minor electrical anomaly

Why this happened:
• Slight deviation from normal behavior

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
299,Faulty,Refrigerator,"ΔI:(1.05, 1.15), spikes:(0, 1), temp:(45, 60)",HIGH RISK Electrical Issue Detected,Rising temperature,Continuous electrical load,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – Refrigerator

Problems detected:
• Rising temperature

Why this happened:
• Continuous electrical load

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
300,Faulty,Refrigerator,"ΔI:(1.05, 1.15), spikes:(0, 1), temp:(60, 95)",HIGH RISK Electrical Issue Detected,Overheating,Electrical stress causing temperature rise,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – Refrigerator

Problems detected:
• Overheating

Why this happened:
• Electrical stress causing temperature rise

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
301,Faulty,Refrigerator,"ΔI:(1.05, 1.15), spikes:(2, 5), temp:(25, 45)",HIGH RISK Electrical Issue Detected,Intermittent electrical instability,Minor wiring or contact issues,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – Refrigerator

Problems detected:
• Intermittent electrical instability

Why this happened:
• Minor wiring or contact issues

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
302,Faulty,Refrigerator,"ΔI:(1.05, 1.15), spikes:(2, 5), temp:(45, 60)",HIGH RISK Electrical Issue Detected,"Intermittent electrical instability, Rising temperature",Minor wiring or contact issues; Continuous electrical load,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – Refrigerator

Problems detected:
• Intermittent electrical instability, Rising temperature

Why this happened:
• Minor wiring or contact issues; Continuous electrical load

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
303,Faulty,Refrigerator,"ΔI:(1.05, 1.15), spikes:(2, 5), temp:(60, 95)",HIGH RISK Electrical Issue Detected,"Intermittent electrical instability, Overheating",Minor wiring or contact issues; Electrical stress causing temperature rise,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – Refrigerator

Problems detected:
• Intermittent electrical instability, Overheating

Why this happened:
• Minor wiring or contact issues; Electrical stress causing temperature rise

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
304,Faulty,Refrigerator,"ΔI:(1.05, 1.15), spikes:(6, 15), temp:(25, 45)",HIGH RISK Electrical Issue Detected,Severe electrical spikes,Possible loose wiring or sparking,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – Refrigerator

Problems detected:
• Severe electrical spikes

Why this happened:
• Possible loose wiring or sparking

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
305,Faulty,Refrigerator,"ΔI:(1.05, 1.15), spikes:(6, 15), temp:(45, 60)",HIGH RISK Electrical Issue Detected,"Severe electrical spikes, Rising temperature",Possible loose wiring or sparking; Continuous electrical load,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – Refrigerator

Problems detected:
• Severe electrical spikes, Rising temperature

Why this happened:
• Possible loose wiring or sparking; Continuous electrical load

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
306,Faulty,Refrigerator,"ΔI:(1.05, 1.15), spikes:(6, 15), temp:(60, 95)",HIGH RISK Electrical Issue Detected,"Severe electrical spikes, Overheating",Possible loose wiring or sparking; Electrical stress causing temperature rise,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – Refrigerator

Problems detected:
• Severe electrical spikes, Overheating

Why this happened:
• Possible loose wiring or sparking; Electrical stress causing temperature rise

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
307,Faulty,Refrigerator,"ΔI:(1.15, 1.35), spikes:(0, 1), temp:(25, 45)",HIGH RISK Electrical Issue Detected,Electrical overload,Device is drawing more current than expected,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – Refrigerator

Problems detected:
• Electrical overload

Why this happened:
• Device is drawing more current than expected

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
308,Faulty,Refrigerator,"ΔI:(1.15, 1.35), spikes:(0, 1), temp:(45, 60)",HIGH RISK Electrical Issue Detected,"Electrical overload, Rising temperature",Device is drawing more current than expected; Continuous electrical load,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – Refrigerator

Problems detected:
• Electrical overload, Rising temperature

Why this happened:
• Device is drawing more current than expected; Continuous electrical load

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
309,Faulty,Refrigerator,"ΔI:(1.15, 1.35), spikes:(0, 1), temp:(60, 95)",HIGH RISK Electrical Issue Detected,"Electrical overload, Overheating",Device is drawing more current than expected; Electrical stress causing temperature rise,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – Refrigerator

Problems detected:
• Electrical overload, Overheating

Why this happened:
• Device is drawing more current than expected; Electrical stress causing temperature rise

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
310,Faulty,Refrigerator,"ΔI:(1.15, 1.35), spikes:(2, 5), temp:(25, 45)",HIGH RISK Electrical Issue Detected,"Electrical overload, Intermittent electrical instability",Device is drawing more current than expected; Minor wiring or contact issues,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – Refrigerator

Problems detected:
• Electrical overload, Intermittent electrical instability

Why this happened:
• Device is drawing more current than expected; Minor wiring or contact issues

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
311,Faulty,Refrigerator,"ΔI:(1.15, 1.35), spikes:(2, 5), temp:(45, 60)",CRITICAL Electrical Issue Detected,"Electrical overload, Intermittent electrical instability, Rising temperature",Device is drawing more current than expected; Minor wiring or contact issues; Continuous electrical load,"High risk of device damage, power loss, or safety hazard",CRITICAL,Immediately switch off the device and consult a qualified electrician,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 CRITICAL Electrical Issue Detected – Refrigerator

Problems detected:
• Electrical overload, Intermittent electrical instability, Rising temperature

Why this happened:
• Device is drawing more current than expected; Minor wiring or contact issues; Continuous electrical load

How serious is this:
• Severity: CRITICAL
• Impact: High risk of device damage, power loss, or safety hazard

What you should do now:
• Immediately switch off the device and consult a qualified electrician

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
312,Faulty,Refrigerator,"ΔI:(1.15, 1.35), spikes:(2, 5), temp:(60, 95)",CRITICAL Electrical Issue Detected,"Electrical overload, Intermittent electrical instability, Overheating",Device is drawing more current than expected; Minor wiring or contact issues; Electrical stress causing temperature rise,"High risk of device damage, power loss, or safety hazard",CRITICAL,Immediately switch off the device and consult a qualified electrician,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 CRITICAL Electrical Issue Detected – Refrigerator

Problems detected:
• Electrical overload, Intermittent electrical instability, Overheating

Why this happened:
• Device is drawing more current than expected; Minor wiring or contact issues; Electrical stress causing temperature rise

How serious is this:
• Severity: CRITICAL
• Impact: High risk of device damage, power loss, or safety hazard

What you should do now:
• Immediately switch off the device and consult a qualified electrician

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
313,Faulty,Refrigerator,"ΔI:(1.15, 1.35), spikes:(6, 15), temp:(25, 45)",HIGH RISK Electrical Issue Detected,"Electrical overload, Severe electrical spikes",Device is drawing more current than expected; Possible loose wiring or sparking,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – Refrigerator

Problems detected:
• Electrical overload, Severe electrical spikes

Why this happened:
• Device is drawing more current than expected; Possible loose wiring or sparking

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
314,Faulty,Refrigerator,"ΔI:(1.15, 1.35), spikes:(6, 15), temp:(45, 60)",CRITICAL Electrical Issue Detected,"Electrical overload, Severe electrical spikes, Rising temperature",Device is drawing more current than expected; Possible loose wiring or sparking; Continuous electrical load,"High risk of device damage, power loss, or safety hazard",CRITICAL,Immediately switch off the device and consult a qualified electrician,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 CRITICAL Electrical Issue Detected – Refrigerator

Problems detected:
• Electrical overload, Severe electrical spikes, Rising temperature

Why this happened:
• Device is drawing more current than expected; Possible loose wiring or sparking; Continuous electrical load

How serious is this:
• Severity: CRITICAL
• Impact: High risk of device damage, power loss, or safety hazard

What you should do now:
• Immediately switch off the device and consult a qualified electrician

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
315,Faulty,Refrigerator,"ΔI:(1.15, 1.35), spikes:(6, 15), temp:(60, 95)",CRITICAL Electrical Issue Detected,"Electrical overload, Severe electrical spikes, Overheating",Device is drawing more current than expected; Possible loose wiring or sparking; Electrical stress causing temperature rise,"High risk of device damage, power loss, or safety hazard",CRITICAL,Immediately switch off the device and consult a qualified electrician,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 CRITICAL Electrical Issue Detected – Refrigerator

Problems detected:
• Electrical overload, Severe electrical spikes, Overheating

Why this happened:
• Device is drawing more current than expected; Possible loose wiring or sparking; Electrical stress causing temperature rise

How serious is this:
• Severity: CRITICAL
• Impact: High risk of device damage, power loss, or safety hazard

What you should do now:
• Immediately switch off the device and consult a qualified electrician

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
316,Faulty,Refrigerator,"ΔI:(1.35, 2.2), spikes:(0, 1), temp:(25, 45)",HIGH RISK Electrical Issue Detected,Excessive current draw,Current is flowing far above the normal baseline,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – Refrigerator

Problems detected:
• Excessive current draw

Why this happened:
• Current is flowing far above the normal baseline

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
317,Faulty,Refrigerator,"ΔI:(1.35, 2.2), spikes:(0, 1), temp:(45, 60)",HIGH RISK Electrical Issue Detected,"Excessive current draw, Rising temperature",Current is flowing far above the normal baseline; Continuous electrical load,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – Refrigerator

Problems detected:
• Excessive current draw, Rising temperature

Why this happened:
• Current is flowing far above the normal baseline; Continuous electrical load

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
318,Faulty,Refrigerator,"ΔI:(1.35, 2.2), spikes:(0, 1), temp:(60, 95)",HIGH RISK Electrical Issue Detected,"Excessive current draw, Overheating",Current is flowing far above the normal baseline; Electrical stress causing temperature rise,Device may fail if used continuously,HIGH RISK,Reduce usage and inspect wiring or device condition,This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage.,"🚨 HIGH RISK Electrical Issue Detected – Refrigerator

Problems detected:
• Excessive current draw, Overheating

Why this happened:
• Current is flowing far above the normal baseline; Electrical stress causing temperature rise

How serious is this:
• Severity: HIGH RISK
• Impact: Device may fail if used continuously

What you should do now:
• Reduce usage and inspect wiring or device condition

Good to know:
• This alert is based on electrical behavior analysis. It does not necessarily indicate permanent damage."
